event_id,event_type,merchant_id,merchant_name,customer_id,customer_phone,customer_name,amount_paise,currency,created_at,mandate_id,cycle,original_failure_code,original_failure_desc,cart_id,cart_value_paise,time_since_abandonment_minutes,return_visit_signal,discount_eligible,ground_truth_recoverable,ground_truth_class
EVT_0027,failed_payment,merchant_004,Netflix India,cust_087,+919806569935,Customer 27,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_042,2,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,True,funds
EVT_0028,failed_payment,merchant_001,Spotify,cust_025,+917816941039,Customer 28,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_035,8,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,False,funds
EVT_0029,failed_payment,merchant_004,Spotify,cust_010,+918903232052,Customer 29,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_036,2,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,True,funds
EVT_0030,failed_payment,merchant_001,Spotify,cust_022,+918745535098,Customer 30,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_032,8,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,False,funds
EVT_0031,failed_payment,merchant_002,GymFlex,cust_001,+918676848676,Customer 31,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_017,8,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,False,funds
EVT_0032,failed_payment,merchant_005,GymFlex,cust_020,+917815605132,Customer 32,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_019,4,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,False,funds
EVT_0033,failed_payment,merchant_001,Hotstar,cust_008,+917215359682,Customer 33,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_038,8,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,False,funds
EVT_0034,failed_payment,merchant_005,Netflix India,cust_024,+917294296873,Customer 34,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_039,2,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,True,funds
EVT_0035,failed_payment,merchant_005,Spotify,cust_075,+919553440342,Customer 35,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_003,10,BAD_REQUEST,Insufficient funds in customer account,,,,False,False,True,funds
EVT_0036,failed_payment,merchant_005,EMI Card,cust_041,+918119980130,Customer 36,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_014,11,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0037,failed_payment,merchant_002,Hotstar,cust_059,+918357970698,Customer 37,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_049,2,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0038,failed_payment,merchant_005,Netflix India,cust_010,+919309122187,Customer 38,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_014,9,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0039,failed_payment,merchant_001,Spotify,cust_048,+918224011538,Customer 39,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_011,8,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0040,failed_payment,merchant_005,Netflix India,cust_086,+919381998678,Customer 40,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_020,11,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0041,failed_payment,merchant_001,EMI Card,cust_020,+918169726681,Customer 41,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_019,10,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0042,failed_payment,merchant_003,EMI Card,cust_063,+918078557553,Customer 42,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_004,2,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0043,failed_payment,merchant_003,Spotify,cust_082,+918125089309,Customer 43,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_011,12,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0044,failed_payment,merchant_005,Netflix India,cust_015,+917323169889,Customer 44,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_045,3,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0045,failed_payment,merchant_005,EMI Card,cust_019,+918845919895,Customer 45,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_009,1,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0046,failed_payment,merchant_001,Hotstar,cust_027,+919929454134,Customer 46,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_016,11,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0047,failed_payment,merchant_004,EMI Card,cust_096,+917663801533,Customer 47,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_016,3,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0048,failed_payment,merchant_003,GymFlex,cust_086,+918065870178,Customer 48,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_018,3,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0049,failed_payment,merchant_004,Spotify,cust_026,+918976987348,Customer 49,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_023,5,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0050,failed_payment,merchant_002,GymFlex,cust_043,+918196591018,Customer 50,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_005,5,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0051,failed_payment,merchant_005,Hotstar,cust_004,+917495389030,Customer 51,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_017,3,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0052,failed_payment,merchant_005,GymFlex,cust_045,+918347233823,Customer 52,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_028,10,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0053,failed_payment,merchant_005,Spotify,cust_033,+917190638698,Customer 53,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_046,7,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0054,failed_payment,merchant_005,Spotify,cust_047,+918852408227,Customer 54,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_005,11,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,False,downtime
EVT_0055,failed_payment,merchant_001,Hotstar,cust_065,+918328367510,Customer 55,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_043,7,BAD_REQUEST,Payment timed out at bank gateway,,,,False,False,True,downtime
EVT_0056,failed_payment,merchant_005,Spotify,cust_025,+918805803262,Customer 56,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_043,7,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0057,failed_payment,merchant_004,EMI Card,cust_001,+918305132983,Customer 57,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_019,4,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0058,failed_payment,merchant_003,GymFlex,cust_057,+918899061865,Customer 58,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_044,4,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0059,failed_payment,merchant_002,Netflix India,cust_037,+919213849513,Customer 59,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_043,11,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0060,failed_payment,merchant_002,Hotstar,cust_029,+917855256552,Customer 60,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_010,1,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,True,mandate_dead
EVT_0061,failed_payment,merchant_005,Netflix India,cust_059,+918780010572,Customer 61,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_041,10,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0062,failed_payment,merchant_002,Spotify,cust_084,+919953315788,Customer 62,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_001,2,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0063,failed_payment,merchant_005,GymFlex,cust_007,+919394039673,Customer 63,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_016,2,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,True,mandate_dead
EVT_0064,failed_payment,merchant_005,EMI Card,cust_077,+918362784338,Customer 64,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_049,8,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0065,failed_payment,merchant_005,GymFlex,cust_021,+919038711176,Customer 65,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_029,5,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0066,failed_payment,merchant_005,GymFlex,cust_081,+918027553177,Customer 66,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_018,8,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0067,failed_payment,merchant_003,Hotstar,cust_070,+917346078411,Customer 67,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_009,3,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,True,mandate_dead
EVT_0068,failed_payment,merchant_002,Netflix India,cust_054,+918750625978,Customer 68,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_022,9,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0069,failed_payment,merchant_004,GymFlex,cust_099,+919508601974,Customer 69,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_045,1,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,True,mandate_dead
EVT_0070,failed_payment,merchant_003,Hotstar,cust_097,+918674979897,Customer 70,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_027,9,BAD_REQUEST,Mandate has been revoked by customer,,,,False,False,False,mandate_dead
EVT_0071,failed_payment,merchant_004,Spotify,cust_035,+918871901278,Customer 71,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_032,1,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0072,failed_payment,merchant_004,Spotify,cust_060,+917548157187,Customer 72,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_040,9,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0073,failed_payment,merchant_001,Netflix India,cust_083,+918840877826,Customer 73,19900,INR,2026-08-30T14:37:02.554712+00:00,mandate_009,8,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0074,failed_payment,merchant_003,Spotify,cust_059,+918403792057,Customer 74,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_022,7,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0075,failed_payment,merchant_001,GymFlex,cust_003,+919316787198,Customer 75,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_004,6,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0076,failed_payment,merchant_001,Netflix India,cust_032,+917856247605,Customer 76,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_002,10,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0077,failed_payment,merchant_001,EMI Card,cust_028,+918997305752,Customer 77,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_045,5,BAD_REQUEST,Card has expired,,,,False,False,True,instrument_dead
EVT_0078,failed_payment,merchant_001,Spotify,cust_040,+917464280597,Customer 78,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_038,1,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0079,failed_payment,merchant_004,GymFlex,cust_092,+917851819913,Customer 79,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_005,10,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0080,failed_payment,merchant_003,EMI Card,cust_016,+919430661792,Customer 80,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_003,6,BAD_REQUEST,Card has expired,,,,False,False,False,instrument_dead
EVT_0081,failed_payment,merchant_003,Netflix India,cust_065,+919781177100,Customer 81,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_022,1,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0082,failed_payment,merchant_001,GymFlex,cust_047,+919729817240,Customer 82,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_030,12,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0083,failed_payment,merchant_002,EMI Card,cust_084,+918159995046,Customer 83,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_040,9,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0084,failed_payment,merchant_004,EMI Card,cust_035,+918384287616,Customer 84,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_016,2,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0085,failed_payment,merchant_002,GymFlex,cust_073,+919621354709,Customer 85,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_043,7,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0086,failed_payment,merchant_004,Hotstar,cust_024,+919094011037,Customer 86,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_014,6,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0087,failed_payment,merchant_003,EMI Card,cust_090,+918186564497,Customer 87,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_036,1,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0088,failed_payment,merchant_001,Spotify,cust_093,+918745595491,Customer 88,499900,INR,2026-08-30T14:37:02.554712+00:00,mandate_032,9,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0089,failed_payment,merchant_004,GymFlex,cust_003,+917399661102,Customer 89,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_019,4,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0090,failed_payment,merchant_003,EMI Card,cust_048,+919032638323,Customer 90,199900,INR,2026-08-30T14:37:02.554712+00:00,mandate_036,9,BAD_REQUEST,Payment cancelled by user,,,,False,False,False,customer_cancel
EVT_0091,failed_payment,merchant_005,Hotstar,cust_046,+918948821078,Customer 91,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_018,5,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0092,failed_payment,merchant_001,Spotify,cust_041,+917513483708,Customer 92,99900,INR,2026-08-30T14:37:02.554712+00:00,mandate_048,9,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0093,failed_payment,merchant_002,GymFlex,cust_036,+919532256470,Customer 93,49900,INR,2026-08-30T14:37:02.554712+00:00,mandate_049,9,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0094,failed_payment,merchant_001,Spotify,cust_038,+917977032766,Customer 94,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_024,3,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0095,failed_payment,merchant_005,Spotify,cust_036,+917195488441,Customer 95,99900,INR,2026-08-30T14:37:02.555758+00:00,mandate_004,9,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0096,failed_payment,merchant_004,Netflix India,cust_002,+919465587067,Customer 96,99900,INR,2026-08-30T14:37:02.555758+00:00,mandate_019,8,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0097,failed_payment,merchant_003,Spotify,cust_007,+918084386400,Customer 97,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_031,2,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0098,failed_payment,merchant_004,Netflix India,cust_074,+919703448716,Customer 98,19900,INR,2026-08-30T14:37:02.555758+00:00,mandate_044,1,BAD_REQUEST,Transaction flagged for risk review,,,,False,False,False,risk
EVT_0099,failed_payment,merchant_005,Hotstar,cust_011,+918065972034,Customer 99,49900,INR,2026-08-30T14:37:02.555758+00:00,mandate_008,9,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0100,failed_payment,merchant_005,EMI Card,cust_029,+919244431947,Customer 100,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_025,8,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0101,failed_payment,merchant_005,GymFlex,cust_040,+919442244963,Customer 101,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_040,1,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0102,failed_payment,merchant_002,Spotify,cust_034,+919836517266,Customer 102,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_006,3,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0103,failed_payment,merchant_005,Netflix India,cust_021,+917011492154,Customer 103,49900,INR,2026-08-30T14:37:02.555758+00:00,mandate_027,8,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0104,failed_payment,merchant_003,Netflix India,cust_030,+918237401063,Customer 104,499900,INR,2026-08-30T14:37:02.555758+00:00,mandate_046,5,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0105,failed_payment,merchant_002,Hotstar,cust_081,+919533126989,Customer 105,199900,INR,2026-08-30T14:37:02.555758+00:00,mandate_043,4,BAD_REQUEST,Daily UPI limit exceeded for customer,,,,False,False,False,limit
EVT_0106,checkout_abandoned,merchant_002,Flipkart,cust_019,+917306702926,Customer 106,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_106,599900,240,False,True,False,abandoned
EVT_0107,checkout_abandoned,merchant_005,Flipkart,cust_057,+917534094883,Customer 107,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_107,299900,1223,False,True,False,abandoned
EVT_0108,checkout_abandoned,merchant_003,Nykaa,cust_057,+917345495128,Customer 108,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_108,299900,1438,False,False,False,abandoned
EVT_0109,checkout_abandoned,merchant_001,Myntra,cust_030,+919896089430,Customer 109,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_109,599900,665,False,False,False,abandoned
EVT_0110,checkout_abandoned,merchant_005,Myntra,cust_098,+917752438459,Customer 110,99900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_110,99900,1381,False,True,False,abandoned
EVT_0111,checkout_abandoned,merchant_005,Nykaa,cust_082,+919111946238,Customer 111,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_111,599900,574,True,False,False,abandoned
EVT_0112,checkout_abandoned,merchant_003,Myntra,cust_021,+918416495962,Customer 112,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_112,599900,717,False,True,False,abandoned
EVT_0113,checkout_abandoned,merchant_004,Myntra,cust_059,+917378213925,Customer 113,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_113,599900,595,False,True,False,abandoned
EVT_0114,checkout_abandoned,merchant_004,Myntra,cust_085,+919330421741,Customer 114,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_114,299900,242,False,True,False,abandoned
EVT_0115,checkout_abandoned,merchant_005,Nykaa,cust_081,+918898551433,Customer 115,99900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_115,99900,389,False,False,False,abandoned
EVT_0116,checkout_abandoned,merchant_003,Nykaa,cust_090,+919081821325,Customer 116,149900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_116,149900,551,False,True,False,abandoned
EVT_0117,checkout_abandoned,merchant_001,Nykaa,cust_012,+917965081954,Customer 117,149900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_117,149900,329,False,False,False,abandoned
EVT_0118,checkout_abandoned,merchant_002,Nykaa,cust_092,+918253535854,Customer 118,99900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_118,99900,950,False,False,False,abandoned
EVT_0119,checkout_abandoned,merchant_004,Amazon,cust_059,+919367665472,Customer 119,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_119,299900,855,False,True,False,abandoned
EVT_0120,checkout_abandoned,merchant_002,Myntra,cust_036,+918782164134,Customer 120,149900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_120,149900,1232,False,True,False,abandoned
EVT_0121,checkout_abandoned,merchant_003,Nykaa,cust_020,+918917906456,Customer 121,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_121,299900,10,True,False,True,abandoned
EVT_0122,checkout_abandoned,merchant_005,Nykaa,cust_059,+918382023198,Customer 122,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_122,299900,685,False,False,False,abandoned
EVT_0123,checkout_abandoned,merchant_004,Myntra,cust_041,+919031417512,Customer 123,149900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_123,149900,1176,False,False,False,abandoned
EVT_0124,checkout_abandoned,merchant_002,Nykaa,cust_005,+917542223599,Customer 124,599900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_124,599900,795,False,False,False,abandoned
EVT_0125,checkout_abandoned,merchant_004,Myntra,cust_068,+918962491159,Customer 125,299900,INR,2026-08-30T14:37:02.555758+00:00,,,,,cart_125,299900,210,False,True,False,abandoned
EVT_0126,failed_payment,merchant_002,Netflix India,cust_061,+918138264176,Customer 126,49900,INR,2026-08-30T14:37:02.555758+00:00,mandate_022,10,BAD_REQUEST,Technical decline from acquiring bank,,,,False,False,False,limit
